unique_tokens_rate,num_hrefs,num_imgs,num_videos,average_token_length,num_keywords,min_avg_key,max_avg_key,avg_avg_key,href_avg_shares,global_subjectivity,global_sentiment_polarity,global_rate_positive_words,global_rate_negative_words,title_subjectivity,title_sentiment_polarity,shares,title_Word_Count,text_Word_Count,is_weekday,not_weekday,average_shares_by_channel_date,text_readability_score,title_readability_score,noun_count,verb_count,adjective_count,april opens,last year,new window,new york,nggallery id,opens new,pic twitter,seealso slug,social media,twitter com,data_channel_business,data_channel_entertainment,data_channel_lifestyle,data_channel_social media,data_channel_tech
0.534125,7.0,2.0,0.0,4.835294,5.0,0.0,3934.713,2777.402,12500.0,0.37754,-0.03948,0.020588,0.014706,0.0,0.0,4300.0,12.0,226.0,1.0,0.0,2350.5,8.1,6.8,67.0,30.0,26.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.414692,8.0,8.0,1.0,4.742459,9.0,2792.699,4622.544,3814.479,1500.0,0.477292,0.14945,0.044857,0.016241,0.441667,0.0,2600.0,7.0,143.0,1.0,0.0,2402.6315789473683,8.7,2.5,44.0,20.0,16.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.605634,3.0,1.0,0.0,4.208696,8.0,0.0,3581.094,2065.171,1168.5,0.334896,0.036198,0.017391,0.026087,0.0,0.0,1400.0,10.0,211.0,1.0,0.0,2402.6315789473683,9.9,6.0,53.0,32.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.527397,6.0,1.0,0.0,4.721843,7.0,782.5,4768.993,2847.428,1006.5,0.502037,0.052593,0.025597,0.018771,0.577778,-0.21667,994.0,9.0,309.0,1.0,0.0,1100.0833333333333,12.3,6.0,87.0,37.0,27.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.450374,15.0,2.0,0.0,4.552192,8.0,0.0,3581.094,2238.975,0.0,0.366604,0.028549,0.031315,0.022965,0.0,0.0,914.0,7.0,223.0,1.0,0.0,3216.0833333333335,7.4,4.5,71.0,17.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.534447,26.0,13.0,0.0,4.646503,7.0,3030.861,4622.544,3761.262,3419.0,0.431756,0.042857,0.037807,0.018904,1.0,-0.8,1400.0,12.0,582.0,1.0,0.0,2402.6315789473683,10.9,11.5,165.0,85.0,45.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.517185,5.0,4.0,7.0,4.528754,10.0,3030.861,7465.144,4152.099,3566.667,0.47584,0.150469,0.041534,0.01278,0.5,0.5,1600.0,8.0,73.0,1.0,0.0,2402.6315789473683,8.5,10.0,20.0,12.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.334087,40.0,4.0,0.0,4.575329,9.0,0.0,4191.54,2918.231,5882.684,0.49514,0.099372,0.046579,0.021844,0.0,0.0,3300.0,9.0,948.0,1.0,0.0,2402.6315789473683,9.3,2.1,238.0,110.0,97.0,0.0,0.0,14.0,1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.442153,4.0,1.0,0.0,4.460227,3.0,1432.062,3581.094,2785.649,1300.0,0.448584,0.157583,0.060227,0.018182,0.77,-0.17,1900.0,11.0,605.0,1.0,0.0,3216.0833333333335,8.3,1.3,152.0,75.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.574468,5.0,9.0,0.0,4.715789,8.0,2214.229,4154.286,3231.094,2900.0,0.56,-0.18,0.005263,0.021053,0.2,0.3,1900.0,9.0,3176.0,1.0,0.0,1100.0833333333333,9.7,0.9,754.0,371.0,315.0,0.0,0.0,16.0,3.0,0.0,16.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.410575,4.0,6.0,0.0,4.492331,9.0,2723.925,5078.11,3599.953,5100.0,0.381054,0.148832,0.039877,0.013804,0.0,0.0,2900.0,11.0,143.0,1.0,0.0,2350.5,9.1,1.7,59.0,19.0,17.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.585014,3.0,1.0,0.0,4.881356,7.0,0.0,5595.244,2588.594,1100.0,0.47477,0.201192,0.059322,0.016949,0.0,0.0,1800.0,11.0,148.0,1.0,0.0,3216.0833333333335,5.7,4.8,39.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.567961,5.0,7.0,1.0,4.865429,7.0,2792.699,6053.487,3882.593,4100.0,0.398626,0.133859,0.044084,0.013921,0.0,0.0,4100.0,14.0,507.0,1.0,0.0,2402.6315789473683,8.2,3.6,112.0,64.0,58.0,1.0,0.0,14.0,0.0,1.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.489224,13.0,12.0,0.0,4.456989,8.0,0.0,13266.67,4395.171,0.0,0.608501,0.191409,0.049462,0.01828,1.0,0.5,671.0,6.0,614.0,1.0,0.0,1815.0,6.3,2.1,166.0,51.0,57.0,1.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0
0.677632,4.0,1.0,0.0,5.092105,6.0,3343.79,6609.296,4377.486,9700.0,0.514532,0.12989,0.065789,0.013158,0.0,0.0,4200.0,11.0,348.0,1.0,0.0,3216.0833333333335,12.6,7.2,99.0,36.0,46.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.580139,32.0,1.0,2.0,5.031148,5.0,2218.602,3581.094,2766.958,0.0,0.410456,-0.00186,0.013115,0.013115,0.0,0.0,1700.0,7.0,146.0,1.0,0.0,1100.0833333333333,10.1,9.6,51.0,21.0,18.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.564232,15.0,2.0,1.0,5.078571,6.0,955.0,3581.094,2377.797,1553.5,0.460262,0.057599,0.02381,0.014286,0.238889,0.166667,934.0,9.0,104.0,1.0,0.0,1100.0833333333333,11.5,8.0,39.0,13.0,9.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.632653,2.0,1.0,0.0,4.591928,5.0,2845.687,3934.713,3311.057,4700.0,0.476984,-0.04185,0.017937,0.017937,0.0,0.0,7200.0,12.0,130.0,1.0,0.0,3216.0833333333335,6.8,4.0,48.0,20.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.408082,10.0,1.0,0.0,4.486842,10.0,1651.2,3637.895,2629.08,2582.286,0.423211,0.131126,0.04644,0.014706,0.5,0.5,1100.0,10.0,731.0,1.0,0.0,2402.6315789473683,8.9,3.3,223.0,81.0,96.0,10.0,1.0,32.0,0.0,0.0,30.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
0.622642,6.0,1.0,0.0,4.845018,9.0,0.0,4593.249,1889.895,2500.0,0.469833,0.180792,0.04428,0.00738,0.6,0.5,1000.0,11.0,335.0,1.0,0.0,1100.0833333333333,12.0,4.0,112.0,40.0,38.0,2.0,0.0,8.0,0.0,0.0,8.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
0.598039,3.0,1.0,0.0,4.479714,7.0,3040.776,5397.11,3950.014,1489.0,0.373145,0.226025,0.047733,0.009547,0.727273,0.318182,454.0,9.0,187.0,1.0,0.0,1100.0833333333333,7.6,2.1,52.0,27.0,23.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.413987,4.0,2.0,0.0,4.333856,5.0,2792.699,4717.931,3610.095,2000.0,0.485245,0.170378,0.044671,0.013323,0.0,0.0,1100.0,11.0,1288.0,1.0,0.0,2402.6315789473683,8.0,4.1,321.0,137.0,118.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.562642,27.0,18.0,0.0,4.75817,10.0,2806.416,6609.296,4284.919,49950.0,0.598694,0.082681,0.028322,0.015251,0.0,0.0,1800.0,11.0,235.0,1.0,0.0,1100.0833333333333,7.4,6.0,80.0,28.0,24.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0.502128,5.0,1.0,0.0,4.443277,9.0,887.6471,3637.895,2168.25,20800.0,0.517304,0.093951,0.037815,0.008403,0.0,0.0,911.0,11.0,423.0,1.0,0.0,1815.0,7.9,9.9,111.0,48.0,58.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0
0.487936,11.0,1.0,0.0,4.572178,7.0,2076.0,4191.54,3142.201,3333.333,0.436224,0.216412,0.068241,0.010499,0.4,0.4,1400.0,7.0,1279.0,1.0,0.0,2402.6315789473683,7.8,0.1,301.0,145.0,119.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.586751,4.0,1.0,0.0,4.490854,7.0,1554.154,6829.0,2996.547,934.0,0.349341,0.108136,0.030488,0.02439,0.375,0.0,2000.0,9.0,263.0,1.0,0.0,2350.5,9.5,3.3,74.0,31.0,31.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.573529,15.0,11.0,0.0,5.134545,8.0,3424.825,8453.451,4887.959,10400.0,0.477814,-0.00579,0.043636,0.032727,0.4,0.1,803.0,8.0,473.0,1.0,0.0,2350.5,7.9,5.8,127.0,55.0,43.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.56681,9.0,13.0,1.0,4.461053,8.0,3135.5,7465.144,4748.166,2300.0,0.615255,0.105697,0.048421,0.023158,0.288889,-0.15556,1300.0,7.0,348.0,1.0,0.0,2350.5,9.0,6.0,84.0,36.0,63.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.483444,21.0,15.0,1.0,4.49087,7.0,2545.056,4760.617,3649.661,32233.33,0.551462,0.103296,0.034372,0.020408,0.9,-0.15,860.0,12.0,313.0,1.0,0.0,1100.0833333333333,10.8,5.2,85.0,40.0,28.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.569288,2.0,0.0,0.0,4.730337,6.0,47.0,3581.094,2316.058,3400.0,0.355,0.065606,0.026217,0.018727,0.1,-0.05,550.0,8.0,237.0,1.0,0.0,1100.0833333333333,9.5,6.4,65.0,29.0,25.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.437133,6.0,1.0,0.0,4.86203,10.0,674.0,4196.278,2291.077,2779.333,0.506942,0.01638,0.025086,0.025086,0.0,0.0,1200.0,10.0,231.0,1.0,0.0,2402.6315789473683,7.5,1.3,70.0,29.0,21.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.43454,17.0,1.0,0.0,4.660072,10.0,0.0,4108.643,2333.553,0.0,0.514199,0.227591,0.058453,0.019784,0.0,0.0,15700.0,9.0,241.0,1.0,0.0,2402.6315789473683,8.7,3.3,96.0,29.0,27.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.636364,3.0,1.0,0.0,4.215278,6.0,0.0,3904.953,2298.52,56500.0,0.561433,0.281612,0.048611,0.013889,0.0,0.0,2800.0,9.0,248.0,1.0,0.0,2350.5,12.7,4.4,70.0,31.0,27.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.568733,20.0,16.0,3.0,4.516883,10.0,0.0,6609.296,3790.79,51700.0,0.466554,0.034109,0.028571,0.01039,0.0,0.0,474.0,9.0,873.0,1.0,0.0,2402.6315789473683,12.3,8.8,268.0,90.0,85.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.661538,4.0,2.0,0.0,4.516556,7.0,0.0,3581.094,2550.602,3600.0,0.291771,0.039067,0.033113,0.039735,0.5,0.5,6800.0,9.0,1093.0,1.0,0.0,3216.0833333333335,11.6,6.8,251.0,110.0,150.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.572626,13.0,0.0,1.0,4.977961,5.0,2218.602,3581.094,2784.664,1400.0,0.444444,0.116667,0.027548,0.00551,0.0,0.0,973.0,9.0,130.0,1.0,0.0,1815.0,7.0,6.8,31.0,16.0,20.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.516667,14.0,12.0,0.0,4.729282,6.0,985.0,6003.235,3991.93,5200.0,0.167399,0.073077,0.033149,0.0,0.4,0.05,4700.0,8.0,235.0,1.0,0.0,1815.0,5.2,3.7,57.0,24.0,32.0,0.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.549689,6.0,2.0,0.0,4.357576,10.0,1284.708,3864.979,2765.234,4600.0,0.369959,0.073172,0.054545,0.018182,0.15,0.1,876.0,8.0,386.0,1.0,0.0,2402.6315789473683,9.6,10.0,137.0,43.0,48.0,2.0,0.0,12.0,0.0,0.0,12.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
0.502222,15.0,6.0,0.0,4.605594,6.0,729.0,3581.094,2495.157,5200.0,0.454977,0.14128,0.043357,0.012587,0.0,0.0,929.0,10.0,144.0,1.0,0.0,1100.0833333333333,9.8,6.4,39.0,23.0,23.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.675393,1.0,0.0,1.0,4.036269,7.0,0.0,7654.404,3309.088,1000.0,0.477576,0.267273,0.051813,0.005181,0.25,0.25,980.0,11.0,327.0,1.0,0.0,1100.0833333333333,11.0,5.2,97.0,29.0,48.0,0.0,1.0,3.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.373832,12.0,3.0,0.0,4.736041,9.0,0.0,3581.094,1514.051,2566.667,0.378155,0.122609,0.043993,0.015228,0.0,0.0,1100.0,8.0,200.0,1.0,0.0,1100.0833333333333,6.9,2.5,72.0,24.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.612245,13.0,1.0,0.0,5.022654,10.0,0.0,5516.585,2481.029,1300.0,0.442222,0.028333,0.012945,0.012945,0.0,0.0,865.0,12.0,178.0,1.0,0.0,1815.0,5.0,3.1,39.0,22.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.578595,8.0,1.0,0.0,4.554817,6.0,1024.692,3741.394,2537.771,985.6667,0.425644,0.031124,0.026578,0.023256,0.4,0.8,846.0,7.0,96.0,1.0,0.0,3216.0833333333335,8.6,6.0,30.0,12.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.529557,11.0,1.0,1.0,4.949657,4.0,2000.0,3578.163,2587.934,1327.0,0.34625,0.048542,0.011442,0.009153,1.0,0.0,1300.0,11.0,1208.0,1.0,0.0,2402.6315789473683,11.6,1.7,306.0,152.0,137.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.368557,14.0,12.0,3.0,4.637669,10.0,0.0,4139.748,2243.57,2324.4,0.375809,0.102579,0.034628,0.016047,0.5,0.5,4500.0,12.0,294.0,1.0,0.0,2744.6428571428573,8.1,3.7,87.0,40.0,29.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.39159,4.0,10.0,0.0,4.638217,10.0,720.0,4139.748,2550.468,3200.0,0.339192,0.066562,0.030573,0.025478,0.0,0.0,6900.0,10.0,412.0,1.0,0.0,2744.6428571428573,8.8,8.0,111.0,53.0,63.0,1.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.470037,6.0,10.0,0.0,4.653775,7.0,0.0,3741.394,2603.861,1949.0,0.364135,0.076065,0.036832,0.020258,0.0,0.0,1100.0,11.0,193.0,1.0,0.0,1073.4285714285713,8.0,4.0,49.0,35.0,15.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.354992,4.0,1.0,2.0,4.227592,6.0,0.0,4564.308,2689.406,3209.5,0.488531,0.189776,0.050663,0.017147,0.0,0.0,2000.0,10.0,875.0,1.0,0.0,2744.6428571428573,8.6,9.2,250.0,113.0,105.0,1.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.461207,6.0,10.0,0.0,4.564972,9.0,0.0,3741.394,2258.047,3336.25,0.484058,0.111019,0.039548,0.015537,0.5,0.5,1900.0,11.0,508.0,1.0,0.0,1783.5714285714287,13.7,1.2,213.0,49.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.571816,7.0,1.0,0.0,4.486559,6.0,2008.467,4564.308,3419.455,1883.75,0.539921,0.032471,0.040323,0.018817,0.0,0.0,1300.0,12.0,264.0,1.0,0.0,2744.6428571428573,8.5,5.6,85.0,26.0,35.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.468333,3.0,1.0,0.0,4.536424,5.0,0.0,3578.163,2574.392,1823.5,0.484613,0.142048,0.051325,0.018212,0.35,0.225,778.0,6.0,1310.0,1.0,0.0,1073.4285714285713,6.2,4.5,346.0,132.0,132.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.642599,10.0,1.0,1.0,5.00692,8.0,0.0,3578.163,2093.932,1227.0,0.369413,0.002781,0.034602,0.038062,1.0,0.0,673.0,8.0,413.0,1.0,0.0,1445.909090909091,7.1,6.0,113.0,49.0,39.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.634146,4.0,1.0,0.0,4.45977,4.0,2270.207,3578.163,2977.715,5500.0,0.352121,0.013636,0.011494,0.011494,0.0,0.0,1300.0,7.0,348.0,1.0,0.0,1783.5714285714287,9.1,2.1,93.0,40.0,35.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.381727,5.0,4.0,0.0,4.325882,9.0,0.0,3578.163,1798.76,1200.0,0.342802,0.058409,0.037647,0.023529,0.566667,-0.01667,946.0,11.0,597.0,1.0,0.0,1445.909090909091,11.2,11.1,153.0,80.0,51.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.481233,33.0,1.0,0.0,4.272189,8.0,0.0,11221.26,4947.113,3000.0,0.528035,0.054384,0.027219,0.023669,0.0,0.0,932.0,9.0,280.0,1.0,0.0,1445.909090909091,11.4,9.2,76.0,34.0,43.0,1.0,0.0,8.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.451053,15.0,1.0,1.0,4.954545,7.0,0.0,5115.389,3448.68,5700.0,0.484784,0.179102,0.042998,0.011057,0.5,0.5,1000.0,11.0,169.0,1.0,0.0,2043.25,6.5,8.8,61.0,25.0,17.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.554604,2.0,1.0,0.0,4.673684,10.0,0.0,4759.029,2137.921,1006.5,0.369212,0.127711,0.054737,0.016842,0.35,0.35,876.0,12.0,855.0,1.0,0.0,1073.4285714285713,10.6,6.8,234.0,75.0,131.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0.595833,8.0,1.0,0.0,5.044715,5.0,1174.352,4339.656,3028.161,28598.5,0.430682,0.112784,0.012195,0.00813,0.0,0.0,1900.0,9.0,115.0,1.0,0.0,1783.5714285714287,7.1,2.1,30.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
0.671642,6.0,0.0,0.0,4.84507,5.0,0.0,3578.163,2070.347,1700.0,0.619318,0.124858,0.035211,0.007042,0.5,-0.06667,954.0,11.0,454.0,1.0,0.0,1445.909090909091,11.4,3.7,115.0,43.0,53.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
